"carat","cut","color","clarity","depth","table","price","x","y","z"
"0.23","Very Good","F","VVS2","60.0","57.0","530","4.0","4.04","2.41"
"0.41","Very Good","E","SI2","62.9","58.0","683","4.74","4.77","2.99"
"1.5","Good","I","SI1","64.0","60.0","8580","7.13","7.25","4.6"
"1.02","Ideal","I","VS2","62.8","57.0","3148","6.45","6.39","4.03"
"1.77","Premium","F","SI1","60.3","59.0","11965","7.94","7.87","4.77"
"0.59","Very Good","F","IF","62.8","56.0","2554","5.31","5.36","3.35"
"0.3","Premium","H","VS2","62.2","59.0","473","4.28","4.31","2.67"
"0.23","Premium","E","VVS2","60.9","60.0","680","3.99","3.96","2.42"
"1.58","Very Good","D","SI1","62.4","60.0","12799","7.41","7.44","4.63"
"1.21","Fair","G","SI1","64.6","60.0","6397","6.69","6.62","4.3"
"0.7","Premium","G","SI1","62.0","61.0","2184","5.67","5.62","3.5"
"1.01","Very Good","E","VS2","62.9","57.0","6488","6.37","6.43","4.02"
"1.06","Ideal","H","VVS1","61.3","57.0","7193","6.55","6.53","4.01"
"1.51","Very Good","E","VS2","62.4","59.0","14709","7.26","7.36","4.56"
"0.3","Ideal","G","IF","62.8","57.0","956","4.32","4.28","2.7"
"1.33","Premium","H","SI1","61.5","59.0","7472","7.06","7.03","4.33"
"1.25","Ideal","H","SI1","62.0","58.0","7423","6.86","6.89","4.26"
"0.7","Good","F","VS1","64.0","57.0","2441","5.62","5.54","3.57"
"0.41","Ideal","E","SI2","61.8","54.0","625","4.78","4.8","2.96"
"0.7","Very Good","F","VS1","62.4","56.0","2604","5.62","5.7","3.53"
"0.73","Ideal","F","VVS2","61.9","55.2","3888","5.74","5.79","3.58"
"0.92","Good","G","SI2","63.8","57.0","2677","6.19","6.13","3.93"
"1.7","Premium","E","SI1","61.8","58.0","15804","7.62","7.52","4.68"
"0.4","Premium","D","SI2","62.4","58.0","666","4.69","4.73","2.94"
"0.46","Good","F","SI2","64.0","57.0","787","4.88","4.83","3.11"
"0.7","Very Good","D","VVS1","63.4","59.0","4362","5.63","5.64","3.57"
"0.58","Very Good","D","VVS2","63.0","56.0","2400","5.28","5.35","3.35"
"0.97","Premium","D","SI1","62.0","60.0","4721","6.25","6.29","3.89"
"1.52","Very Good","J","SI1","62.3","57.0","7239","7.32","7.38","4.58"
"1.11","Ideal","I","SI1","62.4","55.0","4273","6.6","6.64","4.13"
"1.02","Ideal","D","SI2","62.5","57.0","4044","6.43","6.38","4.0"
"1.01","Ideal","F","SI2","62.4","54.0","5154","6.41","6.44","4.01"
"0.7","Good","D","SI1","59.9","63.0","2444","5.74","5.81","3.46"
"1.01","Very Good","E","VS2","62.6","59.0","6956","6.35","6.39","3.99"
"0.71","Very Good","J","VS2","62.6","54.0","1902","5.68","5.72","3.57"
"0.23","Ideal","E","VS2","61.8","54.0","548","3.94","3.96","2.44"
"1.23","Ideal","F","VVS2","61.8","56.0","11040","6.84","6.89","4.24"
"1.01","Ideal","G","VS1","61.3","56.0","5294","6.49","6.44","3.96"
"0.7","Very Good","F","VS1","62.8","56.0","3265","5.64","5.66","3.55"
"0.6","Ideal","I","SI1","62.1","55.0","1390","5.39","5.42","3.35"
"0.53","Very Good","D","SI1","60.9","59.0","1415","5.18","5.2","3.16"
"1.79","Premium","I","VS1","62.6","59.0","12985","7.65","7.72","4.81"
"2.02","Fair","J","SI2","67.5","59.0","9095","7.76","7.65","5.2"
"0.51","Premium","G","VS1","62.9","58.0","1781","5.1","5.05","3.19"
"0.72","Very Good","G","VS2","63.3","57.0","2477","5.71","5.67","3.6"
"0.6","Very Good","I","VS2","60.6","60.0","1402","5.46","5.49","3.32"
"1.13","Ideal","G","VVS1","61.2","57.0","9049","6.65","6.72","4.09"
"1.0","Ideal","I","VS1","60.4","55.0","5385","6.49","6.52","3.93"
"0.53","Premium","G","VS2","59.9","60.0","1335","5.24","5.28","3.15"
"0.3","Premium","H","VS1","62.5","58.0","675","4.34","4.27","2.69"
"0.56","Ideal","E","VVS2","62.6","54.0","2463","5.32","5.28","3.32"
"0.74","Ideal","D","SI2","62.2","57.0","2690","5.78","5.82","3.61"
"0.71","Very Good","G","SI1","61.2","61.0","2266","5.66","5.71","3.48"
"1.1","Very Good","J","VS1","60.9","59.0","4545","6.65","6.74","4.08"
"0.91","Ideal","G","VS2","62.3","57.0","4257","6.18","6.24","3.87"
"0.3","Premium","D","SI1","61.0","60.0","709","4.35","4.3","2.64"
"0.57","Ideal","D","VS2","61.3","56.0","2546","5.35","5.42","3.3"
"0.76","Ideal","I","SI1","61.8","57.0","2399","5.89","5.83","3.62"
"0.71","Ideal","I","VS2","61.8","55.0","2614","5.7","5.73","3.53"
"1.5","Very Good","J","VS1","61.3","59.0","8662","7.36","7.41","4.53"
"1.51","Premium","H","VS1","62.4","60.0","10743","7.27","7.34","4.56"
"1.44","Premium","I","I1","62.7","55.0","4387","7.21","7.18","4.51"
"0.51","Very Good","D","SI1","62.3","63.0","1387","5.08","5.03","3.15"
"0.3","Premium","E","IF","61.9","58.0","1026","4.26","4.3","2.65"
"0.34","Ideal","F","IF","62.3","54.0","985","4.48","4.51","2.8"
"0.61","Very Good","J","SI2","58.1","63.0","1125","5.62","5.6","3.26"
"0.32","Very Good","E","VVS1","60.9","58.0","931","4.49","4.45","2.72"
"0.78","Premium","F","SI1","62.4","58.0","2777","5.83","5.8","3.63"
"0.3","Ideal","H","VVS1","62.4","53.0","878","4.31","4.28","2.68"
"1.24","Premium","H","VS1","62.2","59.0","7092","6.83","6.9","4.27"
"0.46","Premium","D","VS2","60.9","58.0","1388","4.97","4.94","3.02"
"0.31","Premium","G","SI1","61.8","60.0","593","4.35","4.32","2.68"
"0.9","Ideal","G","VVS1","62.8","56.0","5978","6.12","6.18","3.86"
"1.0","Very Good","F","VVS2","61.1","55.0","8227","6.49","6.51","3.97"
"0.51","Ideal","D","SI1","61.8","55.0","1569","5.14","5.18","3.19"
"1.02","Premium","E","SI2","62.9","56.0","4478","6.43","6.36","4.02"
"0.41","Ideal","G","VVS2","62.2","54.0","939","4.75","4.8","2.97"
"0.91","Premium","H","VS2","59.6","60.0","3921","6.25","6.29","3.74"
"1.01","Good","D","SI2","61.5","56.0","4260","6.36","6.42","3.93"
"0.73","Premium","E","VS2","62.5","61.0","2862","5.78","5.64","3.59"
"0.81","Ideal","H","VS1","61.8","58.0","3257","5.97","6.04","3.71"
"1.01","Good","H","SI1","57.1","58.0","4488","6.6","6.64","3.78"
"2.01","Premium","E","SI2","62.0","61.0","17179","8.1","8.04","5.0"
"0.3","Premium","J","VS1","62.6","60.0","394","4.22","4.28","2.66"
"0.66","Very Good","E","VS1","61.0","57.8","2618","5.64","5.69","3.45"
"1.8","Ideal","H","VS1","62.3","56.0","14968","7.76","7.79","4.84"
"0.76","Ideal","E","SI2","62.8","56.0","2873","5.78","5.82","3.64"
"0.7","Ideal","F","VS2","62.3","53.0","2907","5.69","5.73","3.56"
"0.29","Very Good","I","VS2","62.4","55.0","384","4.25","4.27","2.66"
"0.31","Premium","G","VS1","59.5","59.0","625","4.4","4.47","2.64"
"1.06","Very Good","F","SI2","60.0","59.0","4224","6.6","6.63","3.97"
"0.38","Very Good","F","VS1","61.4","61.0","746","4.66","4.69","2.87"
"1.54","Ideal","G","I1","61.6","55.0","6299","7.43","7.4","4.57"
"1.01","Premium","E","SI2","60.4","57.0","3801","6.53","6.49","3.93"
"0.56","Ideal","E","VS2","61.5","57.0","1915","5.3","5.27","3.25"
"0.85","Premium","J","VS2","60.7","58.0","2295","6.12","6.08","3.71"
"0.3","Ideal","F","IF","62.4","58.0","886","4.25","4.28","2.66"
"0.34","Premium","I","VS2","61.8","58.0","477","4.48","4.51","2.78"
"1.5","Very Good","H","VS2","60.0","62.0","11220","7.38","7.41","4.44"
"0.93","Very Good","E","SI2","60.5","57.0","4325","6.32","6.37","3.84"
"0.61","Very Good","I","VS2","63.4","55.0","1401","5.46","5.42","3.45"
"0.32","Ideal","H","VVS2","62.2","54.0","628","4.42","4.46","2.76"
"0.35","Ideal","D","VS2","60.6","56.0","1063","4.57","4.54","2.76"
"0.91","Very Good","J","SI1","62.8","59.0","2956","6.14","6.19","3.87"
"1.05","Ideal","H","VS2","61.4","55.0","5993","6.53","6.57","4.02"
"1.01","Ideal","G","VS2","61.7","57.0","5995","6.48","6.45","3.99"
"0.33","Ideal","E","SI1","61.9","57.0","579","4.43","4.46","2.75"
"0.7","Fair","G","SI1","56.6","61.0","2120","5.86","5.95","3.34"
"1.69","Premium","I","VS2","62.4","58.0","10600","7.66","7.53","4.74"
"0.55","Premium","F","SI1","60.1","58.0","1374","5.34","5.3","3.2"
"0.55","Ideal","D","VS2","61.8","54.0","2030","5.29","5.26","3.26"
"0.33","Very Good","E","VVS2","60.1","63.0","981","4.45","4.5","2.69"
"1.46","Very Good","I","SI1","62.5","57.0","7146","7.15","7.19","4.48"
"1.3","Good","D","SI2","57.1","63.0","6443","7.27","7.22","4.14"
"1.17","Good","J","SI1","63.9","55.0","4054","6.66","6.73","4.28"
"0.33","Ideal","F","IF","61.2","56.0","1240","4.47","4.49","2.74"
"0.59","Very Good","D","VS2","62.9","56.7","2200","5.37","5.39","3.38"
"0.32","Ideal","E","VS2","62.3","57.0","900","4.42","4.41","2.75"
"0.62","Ideal","H","IF","60.5","58.0","2501","5.48","5.52","3.33"
"0.54","Ideal","G","VVS2","62.1","56.0","1985","5.19","5.22","3.23"
"0.77","Ideal","G","VS2","61.7","55.0","3154","5.87","5.9","3.63"
"0.7","Good","F","SI1","59.7","64.0","2337","5.71","5.74","3.42"
"1.54","Premium","G","SI2","59.4","60.0","7848","7.52","7.49","4.46"
"0.4","Very Good","F","VVS1","58.9","59.0","1236","4.81","4.84","2.84"
"0.64","Ideal","F","VS1","61.9","56.8","2222","5.55","5.6","3.45"
"0.55","Ideal","F","VS2","61.1","57.0","1692","5.27","5.3","3.23"
"0.8","Ideal","E","VS2","62.2","57.0","3584","5.98","5.95","3.71"
"0.48","Premium","F","VS2","58.7","58.0","1294","5.22","5.17","3.05"
"0.31","Very Good","I","VVS1","62.8","55.0","571","4.33","4.36","2.73"
"1.51","Ideal","J","VS1","61.9","58.0","8170","7.28","7.33","4.52"
"0.42","Ideal","G","SI2","61.5","56.0","682","4.83","4.79","2.96"
"1.31","Ideal","H","VS1","61.5","56.0","8583","7.06","7.0","4.32"
"1.21","Ideal","J","SI1","62.7","55.0","5489","6.84","6.79","4.27"
"0.57","Premium","D","SI1","58.9","59.0","1949","5.46","5.41","3.2"
"0.38","Very Good","G","SI1","59.5","62.0","666","4.67","4.71","2.79"
"1.01","Premium","H","SI2","60.3","60.0","4638","6.49","6.47","3.91"
"0.32","Ideal","E","VVS1","61.5","56.0","1140","4.43","4.45","2.73"
"0.3","Ideal","F","VVS1","62.4","56.0","1114","4.31","4.28","2.68"
"0.7","Ideal","H","SI1","61.1","58.0","2107","5.69","5.7","3.48"
"0.38","Ideal","F","IF","62.2","55.0","1397","4.66","4.64","2.89"
"1.03","Very Good","F","SI1","58.0","60.0","5241","6.68","6.74","3.89"
"1.54","Very Good","G","VS2","63.0","59.0","11708","7.3","7.36","4.62"
"1.0","Ideal","E","SI1","61.4","58.0","5555","6.41","6.43","3.94"
"1.52","Good","F","VS2","57.8","59.0","12283","7.58","7.5","4.36"
"0.31","Ideal","E","VVS2","61.8","54.0","864","4.34","4.36","2.69"
"0.56","Ideal","E","VS2","61.7","54.0","1819","5.28","5.35","3.28"
"2.05","Premium","E","SI2","59.7","59.0","17081","8.27","8.39","4.97"
"1.27","Very Good","G","VVS2","61.5","58.0","10321","6.9","6.96","4.26"
"1.24","Very Good","E","VS1","62.0","58.0","10185","6.9","6.96","4.3"
"0.55","Very Good","E","VS2","58.1","62.0","1589","5.38","5.46","3.15"
"0.29","Ideal","F","IF","61.9","56.0","748","4.27","4.3","2.65"
"0.59","Ideal","E","SI1","62.4","55.0","1789","5.39","5.34","3.35"
"1.19","Very Good","I","SI1","63.2","58.0","4665","6.82","6.7","4.27"
"0.51","Ideal","G","VVS2","60.1","56.0","1813","5.22","5.24","3.14"
"0.96","Very Good","G","VS1","60.5","63.0","4892","6.32","6.28","3.81"
"1.01","Premium","F","SI1","59.1","59.0","4989","6.56","6.5","3.86"
"0.33","Premium","G","VS2","59.3","61.0","743","4.51","4.49","2.67"
"1.05","Very Good","G","VS2","62.8","58.0","6070","6.44","6.48","4.06"
"0.68","Good","F","SI1","61.2","61.0","1924","5.59","5.63","3.43"
"0.5","Premium","E","VS2","61.3","56.0","1629","5.16","5.11","3.15"
"0.51","Ideal","G","VVS1","61.0","57.0","1933","5.17","5.19","3.16"
"0.41","Good","E","SI1","63.3","57.0","755","4.73","4.75","3.0"
"0.44","Good","F","SI2","56.6","63.0","974","5.11","5.06","2.88"
"0.56","Ideal","I","VVS1","62.0","57.0","1580","5.29","5.33","3.29"
"1.5","Premium","F","VS1","62.2","60.0","15708","7.27","7.3","4.53"
"0.52","Ideal","D","VS2","61.7","56.0","1822","5.16","5.18","3.19"
"0.71","Ideal","D","VS2","60.1","56.0","4029","5.77","5.83","3.48"
"1.71","Premium","F","VS2","61.4","60.0","17766","7.72","7.62","4.71"
"1.0","Good","G","SI1","62.5","62.0","4466","6.32","6.36","3.96"
"0.42","Ideal","D","VVS2","62.1","55.0","1389","4.81","4.78","2.98"
"1.0","Premium","G","SI1","59.6","60.0","5088","6.49","6.43","3.85"
"0.51","Ideal","G","VS2","61.9","55.0","1450","5.07","5.1","3.15"
"0.7","Very Good","E","SI2","61.5","56.0","2298","5.71","5.73","3.52"
"0.33","Premium","G","VS2","60.0","58.0","743","4.49","4.47","2.69"
"0.72","Ideal","J","SI1","62.3","56.0","1864","5.75","5.78","3.59"
"1.52","Premium","D","SI1","60.2","58.0","12502","7.49","7.46","4.5"
"0.31","Very Good","H","SI1","62.4","60.0","446","4.32","4.34","2.7"
"0.41","Premium","H","SI1","60.9","60.0","683","4.79","4.83","2.93"
"0.3","Premium","D","SI1","61.7","59.0","552","4.28","4.31","2.65"
"0.7","Ideal","E","VS2","61.5","54.0","2835","5.7","5.75","3.52"
"1.29","Ideal","G","VS2","62.9","57.0","7080","6.91","6.89","4.34"
"0.78","Fair","G","SI2","64.9","55.2","2401","5.75","5.82","3.76"
"1.27","Premium","G","SI1","61.4","59.0","7133","6.98","6.94","4.27"
"1.0","Very Good","F","SI2","63.5","55.0","3858","6.37","6.32","4.03"
"2.0","Very Good","I","SI2","63.7","61.0","12221","7.85","7.97","5.04"
"0.91","Very Good","E","SI1","62.5","61.0","4512","6.1","6.19","3.84"
"0.71","Premium","H","VS2","61.3","59.0","2363","5.74","5.77","3.53"
"1.52","Premium","G","VS2","62.0","58.0","13606","7.39","7.33","4.56"
"1.01","Premium","G","SI1","61.0","62.0","4672","6.49","6.4","3.93"
"0.75","Ideal","G","SI1","62.2","57.0","2456","5.8","5.84","3.62"
"1.9","Fair","H","SI2","67.1","64.0","8576","7.57","7.52","5.06"
"0.3","Very Good","F","VS1","59.8","59.0","704","4.3","4.43","2.61"
"1.53","Premium","J","VVS1","61.6","59.0","9555","7.39","7.35","4.54"
"0.5","Premium","E","SI1","59.3","59.0","1410","5.19","5.24","3.09"
"0.4","Ideal","E","VVS1","61.7","57.0","1333","4.7","4.74","2.91"
"0.34","Very Good","G","SI2","62.8","58.0","447","4.43","4.46","2.79"
"0.3","Ideal","G","VS1","61.5","57.0","605","4.31","4.34","2.66"
"1.52","Premium","J","VS1","62.0","59.0","8258","7.36","7.34","4.56"
"0.36","Premium","E","VS2","60.3","59.0","789","4.58","4.64","2.78"
"1.21","Good","H","SI1","63.6","56.0","5893","6.63","6.68","4.23"
"0.33","Very Good","G","SI2","60.0","56.0","460","4.52","4.55","2.73"
"0.29","Good","F","SI1","57.4","61.0","545","4.39","4.42","2.53"
"0.23","Good","F","VS1","58.2","59.0","402","4.06","4.08","2.37"
"1.01","Ideal","J","SI2","61.6","55.0","3801","6.5","6.45","3.99"
"1.52","Premium","D","SI2","61.5","60.0","9789","7.44","7.39","4.56"
"0.57","Very Good","E","VS2","61.0","57.0","1785","5.33","5.35","3.26"
"0.91","Very Good","F","SI1","63.3","60.0","3195","6.1","6.06","3.85"
"1.51","Very Good","E","SI2","58.8","58.0","9727","7.53","7.61","4.45"
"0.51","Very Good","E","VS2","63.3","57.0","1662","5.12","5.05","3.22"
"1.04","Premium","D","VVS2","60.8","58.0","10314","6.53","6.49","3.96"
"1.08","Premium","H","SI1","62.6","56.0","4826","6.58","6.52","4.1"
"0.91","Very Good","I","SI2","62.8","61.0","2832","6.15","6.18","3.87"
"0.3","Ideal","E","VS2","61.8","57.0","603","4.28","4.3","2.65"
"0.33","Ideal","D","VS2","62.1","56.0","1002","4.48","4.44","2.77"
"1.54","Premium","D","VS2","62.7","59.0","16921","7.33","7.29","4.58"
"1.08","Premium","G","VS2","59.4","59.0","6415","6.68","6.75","3.99"
"0.41","Ideal","J","VS1","62.2","54.5","674","4.75","4.76","2.96"
"0.5","Ideal","E","SI2","62.5","57.0","1154","5.04","5.07","3.16"
"0.7","Good","H","VS2","63.8","60.0","2083","5.59","5.51","3.54"
"0.54","Ideal","J","VVS2","61.6","57.0","1720","5.25","5.23","3.23"
"1.44","Good","G","I1","63.2","54.8","5987","7.18","7.21","4.54"
"0.3","Very Good","D","VS1","60.1","58.0","666","4.35","4.37","2.62"
"0.34","Ideal","D","VS2","62.1","55.0","1033","4.49","4.46","2.78"
"0.53","Premium","J","VS2","60.9","59.0","1122","5.27","5.2","3.19"
"0.54","Ideal","G","VVS2","61.5","54.0","2090","5.26","5.24","3.23"
"1.23","Ideal","H","VS1","60.6","57.0","7803","6.94","6.98","4.22"
"0.35","Ideal","D","VS2","62.4","55.0","829","4.48","4.52","2.81"
"0.41","Premium","I","VVS1","61.5","59.0","863","4.75","4.81","2.94"
"0.44","Ideal","G","SI1","61.7","55.0","1032","4.88","4.91","3.02"
"1.51","Ideal","H","SI1","62.3","56.0","9218","7.29","7.34","4.56"
"1.07","Ideal","E","VVS2","61.7","57.0","10288","6.61","6.55","4.06"
"0.7","Very Good","F","SI1","61.3","58.0","2312","5.7","5.72","3.5"
"1.01","Good","F","VVS2","60.3","62.0","8647","6.47","6.54","3.92"
"0.52","Ideal","D","SI1","62.4","57.0","1600","5.14","5.18","3.22"
"0.3","Very Good","G","SI1","59.5","63.0","447","4.29","4.32","2.56"
"1.01","Very Good","G","VS2","61.6","61.0","5759","6.36","6.46","3.95"
"1.2","Ideal","H","SI1","61.2","60.0","6569","6.87","6.82","4.19"
"0.54","Ideal","H","VVS1","61.3","56.0","1875","5.23","5.27","3.22"
"1.3","Ideal","I","VS1","62.1","57.0","6806","6.98","7.04","4.35"
"1.13","Very Good","G","SI1","63.1","58.0","5526","6.65","6.59","4.18"
"0.56","Ideal","E","SI1","61.7","56.0","1698","5.33","5.3","3.28"
"1.37","Very Good","I","SI2","62.2","59.0","5834","7.07","7.17","4.43"
"0.34","Premium","J","VS2","62.3","60.0","536","4.49","4.46","2.79"
"1.08","Ideal","H","VS2","61.8","56.0","5625","6.59","6.55","4.06"
"1.24","Premium","E","VS1","59.9","61.0","10388","6.99","6.96","4.18"
"1.17","Ideal","G","VS2","62.0","56.0","7548","6.74","6.71","4.17"
"1.06","Ideal","G","VS2","62.8","55.0","7160","6.49","6.51","4.08"
"0.35","Very Good","E","VS2","58.9","59.0","767","4.59","4.64","2.72"
"0.7","Good","H","VS1","63.9","58.0","2367","5.67","5.59","3.6"
"1.58","Premium","F","SI2","60.7","60.0","6990","7.54","7.51","4.57"
"1.0","Premium","F","SI2","62.8","57.0","4155","6.44","6.37","4.02"
"1.11","Ideal","E","SI1","61.4","58.0","6291","6.66","6.62","4.08"
"1.02","Very Good","F","SI2","60.2","61.0","4162","6.48","6.52","3.91"
"0.41","Premium","F","VS1","58.6","61.0","1076","4.87","4.83","2.84"
"2.01","Premium","J","SI1","60.5","59.0","12369","8.12","8.01","4.88"
"0.32","Ideal","G","VS1","62.3","55.0","645","4.37","4.4","2.73"
"0.33","Ideal","H","VS2","60.7","57.0","668","4.48","4.45","2.71"
"1.02","Fair","J","SI2","65.0","59.0","3119","6.34","6.24","4.08"
"1.0","Good","E","VS1","63.6","59.0","7392","6.35","6.32","4.03"
"0.32","Ideal","E","VVS2","61.0","55.0","808","4.43","4.45","2.71"
"1.6","Premium","J","VS1","62.6","59.0","7903","7.51","7.4","4.66"
"2.0","Premium","D","SI2","61.0","58.0","14406","8.06","7.97","4.89"
"2.0","Fair","H","SI1","65.1","59.0","13442","7.83","7.77","5.08"
"0.31","Ideal","G","VVS1","60.8","56.0","772","4.41","4.43","2.69"
"1.52","Good","D","SI2","63.2","58.0","8868","7.25","7.31","4.6"
"1.01","Good","G","SI2","63.7","58.0","3626","6.31","6.35","4.03"
"2.11","Premium","G","SI2","62.2","58.0","13598","8.19","8.23","5.11"
"0.31","Premium","H","VS1","61.4","61.0","698","4.36","4.33","2.67"
"0.43","Ideal","E","VS2","61.9","56.0","1048","4.88","4.85","3.01"
"1.01","Ideal","D","SI1","60.8","56.0","5939","6.54","6.48","3.96"
"0.32","Ideal","D","VVS2","61.6","54.0","809","4.41","4.46","2.73"
"0.55","Very Good","F","SI1","63.6","57.0","1271","5.17","5.21","3.3"
"1.02","Ideal","G","VS2","62.6","57.0","5816","6.41","6.43","4.02"
"0.72","Ideal","D","SI2","62.7","55.0","2647","5.7","5.72","3.58"
"1.01","Very Good","G","SI2","62.0","58.0","4249","6.37","6.41","3.96"
"1.25","Good","H","SI1","63.7","58.0","6783","6.81","6.79","4.33"
"0.57","Ideal","D","VS2","62.1","56.0","1864","5.29","5.34","3.3"
"1.5","Premium","H","VS2","60.0","62.0","11322","7.41","7.38","4.44"
"1.21","Good","I","VS2","64.1","61.0","5028","6.7","6.66","4.28"
"0.38","Ideal","F","VS1","61.5","55.0","988","4.68","4.69","2.88"
"0.34","Ideal","G","VS2","62.1","55.0","596","4.46","4.49","2.78"
"0.26","Very Good","D","VVS1","62.1","60.0","554","4.03","4.12","2.53"
"1.01","Premium","H","SI1","62.1","57.0","3869","6.47","6.37","3.99"
"0.54","Very Good","F","VS1","60.0","61.0","1657","5.31","5.26","3.17"
"0.4","Very Good","E","SI1","61.7","60.0","687","4.68","4.72","2.9"
"0.28","Very Good","H","SI1","61.5","56.0","360","4.21","4.24","2.6"
"1.04","Premium","D","SI2","62.4","56.0","5292","6.5","6.45","4.04"
"0.3","Good","E","VVS1","63.5","57.0","775","4.23","4.27","2.7"
"0.31","Premium","J","VS2","62.5","60.0","380","4.31","4.36","2.71"
"1.5","Premium","H","SI2","60.8","58.0","8148","7.39","7.34","4.48"
"0.7","Premium","F","VS2","61.1","62.0","2369","5.69","5.64","3.46"
"0.5","Very Good","F","VVS2","62.7","56.0","1942","5.08","5.03","3.17"
"1.51","Very Good","G","SI1","63.3","60.0","10116","7.2","7.24","4.57"
"0.72","Ideal","G","SI2","61.3","56.0","2451","5.76","5.81","3.55"
"1.0","Ideal","F","SI2","61.0","55.0","3562","6.45","6.41","3.92"
"0.58","Ideal","D","SI2","61.2","57.0","1342","5.36","5.4","3.29"
"0.37","Ideal","G","VS2","60.5","56.0","809","4.65","4.68","2.82"
"0.92","Premium","G","SI2","62.4","57.0","3555","6.22","6.18","3.87"
"0.5","Ideal","G","VVS1","61.9","58.0","1883","5.06","5.09","3.14"
"0.36","Premium","F","VS1","60.7","58.0","1013","4.62","4.57","2.79"
"0.7","Ideal","E","VS2","61.3","57.0","3504","5.73","5.75","3.52"
"0.5","Premium","G","VS1","62.5","58.0","1746","5.11","5.07","3.18"
"1.7","Ideal","H","VS1","62.8","57.0","14266","7.57","7.47","4.72"
"0.9","Good","E","SI2","65.8","60.0","3595","5.94","5.97","3.92"
"0.52","Premium","G","SI2","61.5","59.0","1196","5.19","5.15","3.18"
"1.0","Good","E","SI1","60.4","61.0","4916","6.37","6.44","3.87"
"0.33","Very Good","D","VVS2","59.5","56.0","933","4.51","4.56","2.7"
"0.51","Very Good","G","VS2","62.7","58.0","1438","5.09","5.12","3.2"
"1.01","Good","E","VS2","63.7","56.0","6221","6.27","6.29","4.0"
